MaGiaoDan;MaHonPhoi;SoThuTu;MaGiaoXuRieng;UpdateDate;DeleteClient
3095;1290;1;;;0
1943;464;1;;;0
1942;464;1;;;0
822;193;1;;;0
823;193;1;;;0
4872;1347;1;;;0
2908;1347;1;;;0
2903;708;1;;;0
2902;708;1;;;0
4875;1349;1;;;0
134;1349;1;;;0
131;31;1;;;0
130;31;1;;;0
226;50;1;;;0
225;50;1;;;0
2991;733;1;;;0
2990;733;1;;;0
4275;1168;1;;;0
4276;1168;1;;;0
4311;1350;1;;;0
4880;1350;1;;;0
590;139;1;;;0
589;139;1;;;0
4870;1345;;;;0
1946;1345;;;;0
3645;936;2;;;0
1759;936;1;;;0
3392;842;1;;;0
3391;842;1;;;0
4327;1177;1;;;0
2602;1177;1;;;0
3347;828;1;;;0
3346;828;1;;;0
3925;1047;1;;;0
3595;1047;1;;;0
3594;894;1;;;0
3593;894;1;;;0
2952;721;1;;;0
2951;721;1;;;0
432;100;1;;;0
431;100;1;;;0
2591;633;1;;;0
2590;633;1;;;0
4641;1276;1;;;0
4406;1276;1;;;0
2315;564;1;;;0
2314;564;1;;;0
614;145;1;;;0
613;145;1;;;0
987;230;1;;;0
986;230;1;;;0
92;22;1;;;0
91;22;1;;;0
4540;1241;1;;;0
2624;1241;1;;;0
4435;1306;1;;;0
4759;1306;1;;;0
4076;1104;1;;;0
4075;1104;1;;;0
4715;1295;1;;;0
4714;1295;1;;;0
683;161;1;;;0
682;161;1;;;0
4655;1280;1;;;0
4654;1280;1;;;0
2482;608;1;;;0
2481;608;1;;;0
3273;958;2;;;0
177;958;1;;;0
4328;1178;1;;;0
945;1178;1;;;0
19;5;1;;;0
18;5;1;;;0
649;152;1;;;0
648;152;1;;;0
3580;901;1;;;0
3579;901;1;;;0
1938;462;1;;;0
1937;462;1;;;0
1445;347;1;;;0
1444;347;1;;;0
1282;303;1;;;0
1281;303;1;;;0
69;16;1;;;0
68;16;1;;;0
1748;415;1;;;0
1747;415;1;;;0
1863;442;1;;;0
1862;442;1;;;0
1586;377;1;;;0
1585;377;1;;;0
1084;252;1;;;0
1083;252;1;;;0
461;108;1;;;0
460;108;1;;;0
1244;293;1;;;0
1243;293;1;;;0
1495;357;1;;;0
1494;357;1;;;0
339;77;1;;;0
338;77;1;;;0
1344;322;1;;;0
1343;322;1;;;0
1265;298;1;;;0
1264;298;1;;;0
1949;465;1;;;0
1948;465;1;;;0
1530;365;1;;;0
1529;365;1;;;0
3667;918;1;;;0
3666;918;1;;;0
1859;441;1;;;0
1858;441;1;;;0
3047;750;1;;;0
3046;750;1;;;0
2216;534;1;;;0
2215;534;1;;;0
1548;369;1;;;0
1547;369;1;;;0
1581;376;1;;;0
1580;376;1;;;0
1965;469;1;;;0
1964;469;1;;;0
3062;754;1;;;0
3061;754;1;;;0
176;39;1;;;0
175;39;1;;;0
3569;892;1;;;0
3568;892;1;;;0
2569;628;1;;;0
2568;628;1;;;0
1460;350;1;;;0
1459;350;1;;;0
2578;630;1;;;0
2577;630;1;;;0
3323;950;2;;;0
2714;950;1;;;0
23;6;1;;;0
22;6;1;;;0
2713;660;1;;;0
2712;660;1;;;0
562;131;1;;;0
561;131;1;;;0
3462;934;2;;;0
2790;934;1;;;0
2788;676;1;;;0
2787;676;1;;;0
1879;445;1;;;0
1878;445;1;;;0
2593;634;1;;;0
2592;634;1;;;0
3837;1010;1;;;0
3836;1010;1;;;0
2737;666;1;;;0
2736;666;1;;;0
2756;670;1;;;0
2755;670;1;;;0
4487;1220;1;;;0
2717;1220;1;;;0
3024;744;1;;;0
3023;744;1;;;0
958;224;1;;;0
957;224;1;;;0
512;120;1;;;0
511;120;1;;;0
1576;375;1;;;0
1575;375;1;;;0
2242;543;1;;;0
2241;543;1;;;0
2521;617;1;;;0
2520;617;1;;;0
1403;337;1;;;0
1402;337;1;;;0
2824;686;1;;;0
2823;686;1;;;0
3708;928;1;;;0
3707;928;1;;;0
2941;718;1;;;0
2940;718;1;;;0
3079;759;1;;;0
3078;759;1;;;0
1326;315;1;;;0
1325;315;1;;;0
2374;581;1;;;0
2373;581;1;;;0
730;171;1;;;0
729;171;1;;;0
2165;519;1;;;0
2164;519;1;;;0
2110;504;1;;;0
2109;504;1;;;0
2999;736;1;;;0
2998;736;1;;;0
2915;971;1;;;0
2492;971;2;;;0
2342;571;1;;;0
2341;571;1;;;0
1384;333;1;;;0
1383;333;1;;;0
3807;1001;1;;;0
1549;1001;1;;;0
3514;956;2;;;0
962;956;1;;;0
4795;1321;1;;;0
4794;1321;1;;;0
3738;1322;1;;;0
4807;1322;1;;;0
4491;1223;1;;;0
4490;1223;1;;;0
4740;1301;1;;;0
4739;1301;1;;;0
533;125;1;;;0
532;125;1;;;0
571;133;1;;;0
570;133;1;;;0
2097;501;1;;;0
2096;501;1;;;0
4907;1358;1;;;0
2099;1358;1;;;0
2114;505;1;;;0
2113;505;1;;;0
1149;267;1;;;0
3246;267;1;;;0
4743;1302;1;;;0
4742;1302;1;;;0
4488;1221;1;;;0
1415;1221;1;;;0
4486;1219;1;;;0
2546;1219;1;;;0
4909;1359;1;;;0
4908;1359;1;;;0
4028;1087;1;;;0
4027;1087;1;;;0
3104;1270;1;;;0
4622;1270;1;;;0
3136;774;1;;;0
3135;774;1;;;0
1599;380;1;;;0
1598;380;1;;;0
1293;307;1;;;0
1292;307;1;;;0
4892;1354;1;;;0
2193;1354;1;;;0
2191;527;1;;;0
2190;527;1;;;0
4900;1357;1;;;0
2469;1357;1;;;0
2468;605;1;;;0
2467;605;1;;;0
4911;1360;1;;;0
2389;1360;1;;;0
3187;788;1;;;0
3186;788;1;;;0
4778;1317;1;;;0
4777;1317;1;;;0
4816;1325;1;;;0
4815;1325;1;;;0
4290;1173;1;;;0
347;1173;1;;;0
4708;1291;1;;;0
4707;1291;1;;;0
1676;397;1;;;0
1675;397;1;;;0
1118;260;1;;;0
1117;260;1;;;0
3363;832;1;;;0
3362;832;1;;;0
2135;510;1;;;0
2134;510;1;;;0
345;79;1;;;0
344;79;1;;;0
4925;1363;1;;;0
254;1363;1;;;0
1685;399;1;;;0
1684;399;1;;;0
2720;662;1;;;0
2719;662;1;;;0
3538;877;1;;;0
3137;877;1;;;0
245;55;1;;;0
244;55;1;;;0
4669;1282;1;;;0
4668;1282;1;;;0
2267;549;1;;;0
2266;549;1;;;0
3858;1015;1;;;0
3838;1015;1;;;0
2348;573;1;;;0
2347;573;1;;;0
4388;1203;1;;;0
4387;1203;1;;;0
4927;1364;1;;;0
144;1364;1;;;0
3356;830;1;;;0
3355;830;1;;;0
1768;420;1;;;0
1767;420;1;;;0
473;111;1;;;0
472;111;1;;;0
1146;266;1;;;0
1145;266;1;;;0
332;75;1;;;0
331;75;1;;;0
365;83;1;;;0
364;83;1;;;0
422;98;1;;;0
421;98;1;;;0
3855;1013;1;;;0
423;1013;1;;;0
3834;1011;1;;;0
3841;1011;1;;;0
4349;1181;1;;;0
4348;1181;1;;;0
2302;1035;1;;;0
3888;1035;1;;;0
2377;1356;;;;0
4899;1356;;;;0
1205;1353;;;;0
4891;1353;;;;0
392;91;1;;;0
391;91;1;;;0
4853;1339;;;;0
313;1339;;;;0
4433;1214;1;;;0
4432;1214;1;;;0
497;116;1;;;0
496;116;1;;;0
3848;1012;1;;;0
3847;1012;1;;;0
4886;1351;1;;;0
3703;1351;1;;;0
3375;961;2;;;0
3063;961;1;;;0
2614;1210;1;;;0
2918;1210;1;;;0
4929;1366;1;;;0
2077;1366;1;;;0
2076;496;1;;;0
2075;496;1;;;0
4934;1368;1;;;0
234;1368;1;;;0
231;52;1;;;0
230;52;1;;;0
4941;1369;1;;;0
1390;1369;1;;;0
1689;400;1;;;0
1688;400;1;;;0
3145;776;1;;;0
3146;776;1;;;0
2387;585;1;;;0
2386;585;1;;;0
3561;890;1;;;0
3560;890;1;;;0
756;178;1;;;0
755;178;1;;;0
3784;977;1;;;0
3783;977;1;;;0
4396;1204;1;;;0
4395;1204;1;;;0
4578;1254;1;;;0
4577;1254;1;;;0
453;106;1;;;0
452;106;1;;;0
748;175;1;;;0
747;175;1;;;0
2543;622;1;;;0
2542;622;1;;;0
718;170;1;;;0
717;170;1;;;0
1433;345;1;;;0
1432;345;1;;;0
4466;1233;1;;;0
4434;1233;1;;;0
113;26;1;;;0
112;26;1;;;0
3128;772;1;;;0
3127;772;1;;;0
1423;342;1;;;0
1422;342;1;;;0
3308;821;1;;;0
3307;821;1;;;0
4156;1154;1;;;0
4226;1154;1;;;0
1898;451;1;;;0
1897;451;1;;;0
2765;672;1;;;0
2764;672;1;;;0
1716;407;1;;;0
1714;407;1;;;0
4913;1361;1;;;0
4912;1361;1;;;0
4942;1370;1;;;0
4915;1370;1;;;0
1992;475;1;;;0
1991;475;1;;;0
275;62;1;;;0
274;62;1;;;0
3986;1067;1;;;0
3985;1067;1;;;0
4944;1372;1;;;0
2784;1372;1;;;0
4945;1373;1;;;0
1912;1373;1;;;0
1911;455;1;;;0
1910;455;1;;;0
1933;461;1;;;0
1932;461;1;;;0
4187;1141;1;;;0
4186;1141;1;;;0
3403;986;1;;;0
1245;986;1;;;0
4262;1165;1;;;0
4261;1165;1;;;0
3774;1157;1;;;0
4229;1157;1;;;0
2544;1043;1;;;0
3920;1043;1;;;0
2407;590;1;;;0
2406;590;1;;;0
4849;1336;1;;;0
4848;1336;1;;;0
241;54;1;;;0
240;54;1;;;0
1871;443;1;;;0
1870;443;1;;;0
2173;522;1;;;0
2172;522;1;;;0
801;189;1;;;0
800;189;1;;;0
4856;1341;1;;;0
4855;1341;1;;;0
4030;1227;1;;;0
4515;1227;1;;;0
4866;1344;1;;;0
4865;1344;1;;;0
4894;1355;1;;;0
4893;1355;1;;;0
3139;1174;1;;;0
4291;1174;1;;;0
3188;1362;1;;;0
3785;1362;1;;;0
4928;1365;1;;;0
395;1365;1;;;0
4943;1371;1;;;0
4718;1371;1;;;0
547;127;1;;;0
546;127;1;;;0
4951;1374;1;;;0
4950;1374;1;;;0
4957;1375;1;;;0
4956;1375;1;;;0
1190;276;1;;;0
1189;276;1;;;0
1410;339;1;;;0
1409;339;1;;;0
3780;976;1;;;0
3779;976;1;;;0
4965;1378;1;;;0
2107;1378;1;;;0
2105;503;1;;;0
2104;503;1;;;0
98;23;1;;;0
97;23;1;;;0
1570;374;1;;;0
1569;374;1;;;0
1573;1348;1;;;0
4873;1348;1;;;0
2921;711;1;;;0
2920;711;1;;;0
579;1275;1;;;0
1643;1275;1;;;0
3688;962;2;;;0
1648;962;1;;;0
937;219;1;;;0
936;219;1;;;0
768;181;1;;;0
767;181;1;;;0
3043;749;1;;;0
3042;749;1;;;0
1512;361;1;;;0
1511;361;1;;;0
3067;755;1;;;0
3066;755;1;;;0
3333;825;1;;;0
3332;825;1;;;0
3054;752;1;;;0
3053;752;1;;;0
4970;1379;1;;;0
4969;1379;1;;;0
20;1156;1;;;0
1550;1156;1;;;0
1015;236;1;;;0
1014;236;1;;;0
1568;373;1;;;0
1567;373;1;;;0
1019;237;1;;;0
1018;237;1;;;0
890;209;1;;;0
889;209;1;;;0
2208;532;1;;;0
2207;532;1;;;0
1791;425;1;;;0
1790;425;1;;;0
192;42;1;;;0
191;42;1;;;0
2782;675;1;;;0
2781;675;1;;;0
2750;669;1;;;0
2749;669;1;;;0
1721;408;1;;;0
1720;408;1;;;0
318;72;1;;;0
317;72;1;;;0
170;38;1;;;0
169;38;1;;;0
187;41;1;;;0
186;41;1;;;0
880;206;1;;;0
879;206;1;;;0
2636;1380;1;;;0
2752;1380;1;;;0
2196;528;1;;;0
2195;528;1;;;0
4710;1292;;;;0
3002;1292;;;;0
4711;1293;;;;0
1301;1293;;;;0
181;1296;;;;0
4720;1296;;;;0
4721;1297;;;;0
2695;1297;;;;0
3506;1299;;;;0
4723;1299;;;;0
597;1303;;;;0
2513;1303;;;;0
605;1304;;;;0
4754;1304;;;;0
4755;1305;;;;0
1318;1305;;;;0
1266;1307;;;;0
4761;1307;;;;0
4765;1310;;;;0
188;1310;;;;0
83;1311;;;;0
266;1311;;;;0
3;1313;;;;0
4766;1313;;;;0
3845;1314;;;;0
4767;1314;;;;0
4775;1315;;;;0
314;1315;;;;0
1033;1316;;;;0
4776;1316;;;;0
864;1318;;;;0
4779;1318;;;;0
4813;1323;;;;0
531;1323;;;;0
4814;1324;;;;0
346;1324;;;;0
2547;1327;;;;0
4828;1327;;;;0
1704;1328;;;;0
4829;1328;;;;0
4830;1329;;;;0
2416;1329;;;;0
4832;1331;;;;0
569;1331;;;;0
1769;1332;;;;0
4833;1332;;;;0
4835;1333;;;;0
1366;1333;;;;0
2488;1334;;;;0
4836;1334;;;;0
4796;1335;;;;0
4837;1335;;;;0
4852;1337;;;;0
2518;1337;;;;0
1048;1338;;;;0
1144;1338;;;;0
4860;1342;;;;0
4858;1342;;;;0
4452;1352;;;;0
4887;1352;;;;0
3995;1074;;;;0
1005;1074;;;;0
3996;1075;;;;0
1295;1075;;;;0
3997;1076;;;;0
1416;1076;;;;0
3999;1077;;;;0
3998;1077;;;;0
4006;1078;;;;0
2413;1078;;;;0
615;1079;;;;0
4007;1079;;;;0
4009;1080;;;;0
1761;1080;;;;0
4010;1081;;;;0
2399;1081;;;;0
2050;1082;;;;0
4011;1082;;;;0
95;1083;;;;0
4012;1083;;;;0
4013;1084;;;;0
918;1084;;;;0
4024;1085;;;;0
4025;1085;;;;0
4026;1086;;;;0
145;1086;;;;0
4033;1088;;;;0
527;1088;;;;0
4035;1089;;;;0
1673;1089;;;;0
4045;1091;;;;0
608;1091;;;;0
4048;1093;;;;0
1006;1093;;;;0
449;1095;;;;0
4049;1095;;;;0
171;1096;;;;0
4057;1096;;;;0
4059;1097;;;;0
1463;1097;;;;0
4065;1099;;;;0
963;1099;;;;0
4066;1100;;;;0
3842;1100;;;;0
4068;1101;;;;0
363;1101;;;;0
4074;1103;;;;0
1551;1103;;;;0
158;1106;;;;0
4082;1106;;;;0
3368;1107;;;;0
4094;1107;;;;0
4101;1108;;;;0
916;1108;;;;0
1204;1111;;;;0
4115;1111;;;;0
3077;1112;;;;0
4116;1112;;;;0
4117;1113;;;;0
893;1113;;;;0
4146;1126;;;;0
4147;1126;;;;0
4149;1127;;;;0
6;1127;;;;0
1760;1128;;;;0
4150;1128;;;;0
1574;1129;;;;0
4158;1129;;;;0
2584;1131;;;;0
4168;1131;;;;0
944;1132;;;;0
4173;1132;;;;0
4174;1133;;;;0
133;1133;;;;0
4175;1134;;;;0
2336;1134;;;;0
2716;1135;;;;0
4176;1135;;;;0
2783;1136;;;;0
4178;1136;;;;0
4183;1138;;;;0
2410;1138;;;;0
4961;1376;;;;0
4962;1376;;;;0
2229;539;;;;0
2230;539;;;;0
2252;545;;;;0
2253;545;;;;0
2279;553;;;;0
2280;553;;;;0
2291;557;;;;0
2292;557;;;;0
2305;560;;;;0
2306;560;;;;0
2326;568;;;;0
2327;568;;;;0
2892;705;;;;0
2893;705;;;;0
2931;715;;;;0
2932;715;;;;0
2960;723;;;;0
2961;723;;;;0
2995;735;;;;0
2996;735;;;;0
3132;773;;;;0
3133;773;;;;0
3153;778;;;;0
3154;778;;;;0
3166;781;;;;0
3167;781;;;;0
3282;816;;;;0
3284;816;;;;0
3570;959;;;;0
3576;959;;;;0
3081;981;;;;0
132;981;;;;0
3822;1006;;;;0
3823;1006;;;;0
4164;1130;;;;0
4165;1130;;;;0
4642;1277;;;;0
4643;1277;;;;0
4646;1278;;;;0
4157;1278;;;;0
235;53;;;;0
236;53;;;;0
305;69;;;;0
306;69;;;;0
427;99;;;;0
428;99;;;;0
1040;241;;;;0
1041;241;;;;0
1392;335;;;;0
1393;335;;;;0
1816;431;;;;0
1817;431;;;;0
1822;432;;;;0
1823;432;;;;0
2451;601;;;;0
2452;601;;;;0
2634;643;;;;0
2635;643;;;;0
2895;706;;;;0
2896;706;;;;0
3156;779;;;;0
3157;779;;;;0
58;15;;;;0
59;15;;;;0
161;36;;;;0
162;36;;;;0
264;60;;;;0
265;60;;;;0
379;88;;;;0
380;88;;;;0
841;198;;;;0
842;198;;;;0
1534;366;;;;0
1535;366;;;;0
1618;384;;;;0
1619;384;;;;0
2024;484;;;;0
2025;484;;;;0
2137;511;;;;0
2138;511;;;;0
2476;607;;;;0
2477;607;;;;0
2622;641;;;;0
2623;641;;;;0
141;33;;;;0
142;33;;;;0
519;122;;;;0
520;122;;;;0
640;150;;;;0
641;150;;;;0
733;172;;;;0
734;172;;;;0
1028;239;;;;0
1029;239;;;;0
1308;311;;;;0
1309;311;;;;0
1419;341;;;;0
1420;341;;;;0
1656;392;;;;0
1657;392;;;;0
2803;679;;;;0
2804;679;;;;0
928;217;;;;0
929;217;;;;0
942;221;;;;0
943;221;;;;0
1290;306;;;;0
1291;306;;;;0
2275;552;;;;0
2276;552;;;;0
2411;591;;;;0
2412;591;;;;0
2579;631;;;;0
2580;631;;;;0
2801;678;;;;0
2802;678;;;;0
1798;427;;;;0
1799;427;;;;0
2119;507;;;;0
2120;507;;;;0
373;86;;;;0
374;86;;;;0
1772;421;;;;0
1774;421;;;;0
294;67;;;;0
295;67;;;;0
1079;251;;;;0
1080;251;;;;0
1967;470;;;;0
1968;470;;;;0
2571;629;;;;0
2572;629;;;;0
2922;712;;;;0
2923;712;;;;0
3192;790;;;;0
3193;790;;;;0
3906;1041;;;;0
3907;1041;;;;0
4250;1162;;;;0
4251;1162;;;;0
4930;1367;;;;0
4931;1367;;;;0
1462;351;1;;;0
1461;351;1;;;0
1364;328;1;;;0
1363;328;1;;;0
674;158;1;;;0
673;158;1;;;0
2986;732;1;;;0
2985;732;1;;;0
2014;481;1;;;0
2013;481;1;;;0
3029;746;1;;;0
3028;746;1;;;0
3094;763;1;;;0
3093;763;1;;;0
3199;792;1;;;0
3198;792;1;;;0
4831;1330;1;;;0
3964;1330;1;;;0
2914;710;1;;;0
2913;710;1;;;0
4964;1377;1;;;0
550;1377;1;;;0
3076;758;1;;;0
3075;758;1;;;0
3032;747;1;;;0
3031;747;1;;;0
866;203;1;;;0
865;203;1;;;0
4871;1346;1;;;0
2393;1346;1;;;0
2392;586;1;;;0
2391;586;1;;;0
2947;720;1;;;0
2946;720;1;;;0
